district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle,incumbent
35079,Sault Ste. Marie,Sault Ste. Marie,Green,Emmerson,Julie,,N
35079,Sault Ste. Marie,Sault Ste. Marie,NDP,Martin,Tony,,N
35080,Scarborough--Agincourt,Scarborough--Agincourt,Liberal,Karygiannis,Jim,,Y
35080,Scarborough--Agincourt,Scarborough--Agincourt,PC,Karadimas,Tony,J.,N
35080,Scarborough--Agincourt,Scarborough--Agincourt,Conservative,Faust,Andrew,,N
35080,Scarborough--Agincourt,Scarborough--Agincourt,Green,Yeechong,Wayne,,N
35080,Scarborough--Agincourt,Scarborough--Agincourt,NDP,Palmer,D'Arcy,,N
35081,Scarborough Centre,Scarborough-Centre,Liberal,Cannis,John,,Y
35081,Scarborough Centre,Scarborough-Centre,NDP,Gogan,Greg,,N
35081,Scarborough Centre,Scarborough-Centre,Conservative,Mihtis,John,,N
35081,Scarborough Centre,Scarborough-Centre,Communist,Sauras,Dorothy,,N
35081,Scarborough Centre,Scarborough-Centre,Green,Bonser,Greg,,N
35082,Scarborough--Guildwood,Scarborough--Guildwood,Liberal,McKay,John,,Y
35082,Scarborough--Guildwood,Scarborough--Guildwood,Conservative,Varesh,Tom,,N
35082,Scarborough--Guildwood,Scarborough--Guildwood,Canadian Action,Thompson,Brenda,,N
35082,Scarborough--Guildwood,Scarborough--Guildwood,Green,Charbonneau,Paul,,N
35082,Scarborough--Guildwood,Scarborough--Guildwood,NDP,White,Sheila,,N
35083,Scarborough--Rouge River,Scarborough--Rouge River,Liberal,Lee,Derek,,Y
35083,Scarborough--Rouge River,Scarborough--Rouge River,Conservative,Backhurst,Tony,,N
35083,Scarborough--Rouge River,Scarborough--Rouge River,Independent,Cho,Raymond,,N
35083,Scarborough--Rouge River,Scarborough--Rouge River,Green,Holloway,Kathryn,,N
35083,Scarborough--Rouge River,Scarborough--Rouge River,NDP,Khan,Fauzia,,N
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal,Wappel,Tom,,Y
35084,Scarborough Southwest,Scarborough-Sud-Ouest,NDP,Harris,Dan,,N
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Green,Van Dalen,Peter,,N
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Communist,Rowley,Elizabeth,,N
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative,Jewell,Heather,,N
35085,Simcoe--Grey,Simcoe--Grey,Liberal,Bonwick,Paul,,Y
35085,Simcoe--Grey,Simcoe--Grey,NDP,Mackinnon,Colin,,N
35085,Simcoe--Grey,Simcoe--Grey,Christian Heritage,Vander Zaag,Peter,,N
35085,Simcoe--Grey,Simcoe--Grey,Conservative,Guergis,Helena,,N
35085,Simcoe--Grey,Simcoe--Grey,Green,Ellis,Peter,,N
35086,Simcoe North,Simcoe-Nord,Liberal,DeVillers,Paul,,Y
35086,Simcoe North,Simcoe-Nord,NDP,Hill,Jen,,N
35086,Simcoe North,Simcoe-Nord,Conservative,Stock,Peter,,N
35086,Simcoe North,Simcoe-Nord,Christian Heritage,Kooger,Adrian,,N
35086,Simcoe North,Simcoe-Nord,Canadian Action,Woods,Ian,,N
35086,Simcoe North,Simcoe-Nord,Green,Kirby,Mary Lou,,N
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal,Kilger,Bob,,Y
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative,Lauzon,Guy,,N
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green,Manley,Tom,,N
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,NDP,MacDonald,Elaine,,N
35088,Sudbury,Sudbury,Liberal,Marleau,Diane,,Y
35088,Sudbury,Sudbury,Marxist-Leninist,Starbuck,Dave,,N
35088,Sudbury,Sudbury,Conservative,Butcher,Stephen,L.,N
35088,Sudbury,Sudbury,Green,Norton,Luke,,N
35088,Sudbury,Sudbury,NDP,McIntaggart,Gerry,,N
35089,Thornhill,Thornhill,Liberal,Kadis,Susan,,N
35089,Thornhill,Thornhill,Conservative,Cooper,Josh,,N
35089,Thornhill,Thornhill,Independent,Iron,Simion,,N
35089,Thornhill,Thornhill,Independent,Fitzerman,Benjamin,,N
35089,Thornhill,Thornhill,Green,Helferty,Lloyd,,N
35089,Thornhill,Thornhill,NDP,Morelli,Rick,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal,Boshcoff,Ken,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative,Leskowski,David,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Christian Heritage,Scheibler,Johannes,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Marijuana,Thompson,Doug,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green,Aegard,Russ,,N
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,NDP,Rafferty,John,,N
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Liberal,Comuzzi,Joe,,N
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Conservative,Sarafin,Bev,,N
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,NDP,Hyer,Bruce,,N
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Marijuana,Carrière,Denis,A.,N
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Green,Rose,Carl,,N
35092,Timmins--James Bay,Timmins--Baie James,Liberal,Chénier,Raymond,,N
35092,Timmins--James Bay,Timmins--Baie James,Green,Kriss,Marsha,Gail,N
35092,Timmins--James Bay,Timmins--Baie James,NDP,Angus,Charlie,,N
35092,Timmins--James Bay,Timmins--Baie James,Conservative,Van Oosten,Andrew,,N
35093,Toronto Centre,Toronto-Centre,Liberal,Graham,Bill,,Y
35093,Toronto Centre,Toronto-Centre,NDP,Shapcott,Michael,,N
35093,Toronto Centre,Toronto-Centre,Marxist-Leninist,Fernandez,Philip,,N
35093,Toronto Centre,Toronto-Centre,Canadian Action,Peck,Kevin,,N
35093,Toronto Centre,Toronto-Centre,Conservative,Harris,Megan,,N
35093,Toronto Centre,Toronto-Centre,Marijuana,Wagner,Jay,,N
35093,Toronto Centre,Toronto-Centre,Communist,Goldstick,Dan,,N
35093,Toronto Centre,Toronto-Centre,Green,Draven,Gabriel,,N
35094,Toronto--Danforth,Toronto--Danforth,Liberal,Mills,Dennis,,Y
35094,Toronto--Danforth,Toronto--Danforth,NDP,Layton,Jack,,N
35094,Toronto--Danforth,Toronto--Danforth,Conservative,Cuddy,Loftus,,N
35094,Toronto--Danforth,Toronto--Danforth,Marijuana,Yee,Scott,,N
35094,Toronto--Danforth,Toronto--Danforth,Marxist-Leninist,Rodden,Marcell,,N
35094,Toronto--Danforth,Toronto--Danforth,Green,Harris,Jim,,N
35095,Trinity--Spadina,Trinity--Spadina,Liberal,Ianno,Tony,,Y
35095,Trinity--Spadina,Trinity--Spadina,Conservative,Watters,David,,N
35095,Trinity--Spadina,Trinity--Spadina,PC,Hossain,Asif,,N
35095,Trinity--Spadina,Trinity--Spadina,Marxist-Leninist,Lin,Nick,,N
35095,Trinity--Spadina,Trinity--Spadina,No Affiliation,Knezetic,Daniel,,N
35095,Trinity--Spadina,Trinity--Spadina,Canadian Action,Downe-Dewdney,Tristan,Alexander,N
35095,Trinity--Spadina,Trinity--Spadina,Green,Viitala,Mark,,N
35095,Trinity--Spadina,Trinity--Spadina,NDP,Chow,Olivia,,N
35096,Vaughan,Vaughan,Liberal,Bevilacqua,Maurizio,,Y
35096,Vaughan,Vaughan,Libertarian,Fabrizio,Paolo,,N
35096,Vaughan,Vaughan,Conservative,Spina,Joe,,N
35096,Vaughan,Vaughan,Canadian Action,Aolari,Walter,,N
35096,Vaughan,Vaughan,Green,Korus,Russell,,N
35096,Vaughan,Vaughan,NDP,Beckles,Octavia,,N
35097,Welland,Welland,Liberal,Maloney,John,,Y
35097,Welland,Welland,Marxist-Leninist,Walker,Ron,,N
35097,Welland,Welland,NDP,Di Bartolomeo,Jody,,N
35097,Welland,Welland,Green,McLaughlin,Ryan,,N
35097,Welland,Welland,Christian Heritage,Ruiter,Irma,D.,N
35097,Welland,Welland,Conservative,Grunstein,Mel,,N
35098,Wellington--Halton Hills,Wellington--Halton Hills,Liberal,Hood,Bruce,,N
35098,Wellington--Halton Hills,Wellington--Halton Hills,Green,Bouteiller,Brent,,N
35098,Wellington--Halton Hills,Wellington--Halton Hills,Christian Heritage,Woode,Pat,,N
35098,Wellington--Halton Hills,Wellington--Halton Hills,NDP,Duignan,Noel,,N
35098,Wellington--Halton Hills,Wellington--Halton Hills,Conservative,Chong,Mike,,N
35099,Whitby--Oshawa,Whitby--Oshawa,Liberal,Longfield,Judi,,Y
35099,Whitby--Oshawa,Whitby--Oshawa,Green,MacDonald,Michael,,N
35099,Whitby--Oshawa,Whitby--Oshawa,Conservative,MacNeil,Ian,,N
35099,Whitby--Oshawa,Whitby--Oshawa,NDP,Sadem-Thompson,Maret,,N
35100,Willowdale,Willowdale,Liberal,Peterson,Jim,,Y
35100,Willowdale,Willowdale,PC,Behrouzi,Ardavan,,N
35100,Willowdale,Willowdale,Conservative,Boseovski,Jovan,,N
35100,Willowdale,Willowdale,Independent,Michael,Bernadette,,N
35100,Willowdale,Willowdale,Green,Vettese,Sharolyn,,N
35100,Willowdale,Willowdale,NDP,Bobb,Yvonne,,N
35101,Windsor--Tecumseh,Windsor--Tecumseh,Liberal,Limoges,Rick,,N
35101,Windsor--Tecumseh,Windsor--Tecumseh,Conservative,Fuschi,Rick,,N
35101,Windsor--Tecumseh,Windsor--Tecumseh,Marxist-Leninist,Chesnik,Laura,,N
35101,Windsor--Tecumseh,Windsor--Tecumseh,NDP,Comartin,Joe,,Y
35101,Windsor--Tecumseh,Windsor--Tecumseh,Green,Powles,Élizabeth,,N
35102,Windsor West,Windsor-Ouest,Liberal,Pollock,Richard,,N
35102,Windsor West,Windsor-Ouest,Conservative,Katz,Jordan,,N
35102,Windsor West,Windsor-Ouest,NDP,Masse,Brian,,Y
35102,Windsor West,Windsor-Ouest,Marxist-Leninist,Villamizar,Enver,,N
35102,Windsor West,Windsor-Ouest,Green,Spring,Rob,,N
35103,York Centre,York-Centre,Liberal,Dryden,Ken,,N
35103,York Centre,York-Centre,NDP,Flaherty,Peter,,N
35103,York Centre,York-Centre,Independent,Royz,Max,,N
35103,York Centre,York-Centre,Conservative,Mostyn,Michael,,N
35103,York Centre,York-Centre,Green,Kritsonis,Constantine,,N
35104,York--Simcoe,York--Simcoe,Liberal,Wilson,Kate,,N
35104,York--Simcoe,York--Simcoe,PC,Sircelj,Stephen,,N
35104,York--Simcoe,York--Simcoe,Conservative,Van Loan,Peter,,N
35104,York--Simcoe,York--Simcoe,Christian Heritage,Gunn,Vicki,,N
35104,York--Simcoe,York--Simcoe,Green,Burrows,Bob,,N
35104,York--Simcoe,York--Simcoe,NDP,Gerl,Sylvia,,N
35105,York South--Weston,York-Sud--Weston,Liberal,Tonks,Alan,,Y
35105,York South--Weston,York-Sud--Weston,Conservative,Halicki,Stephen,,N
35105,York South--Weston,York-Sud--Weston,Communist,Hawley,Shirley,,N
35105,York South--Weston,York-Sud--Weston,Green,Fracassi,Jessica,,N
35105,York South--Weston,York-Sud--Weston,NDP,Ferreira,Paul,,N
35106,York West,York-Ouest,Liberal,Sgro,Judy,,Y
35106,York West,York-Ouest,Christian Heritage,Grubb,Joseph,,N
35106,York West,York-Ouest,Conservative,Soobrian,Leslie,,N
35106,York West,York-Ouest,Green,McKellar,Tim,,N
35106,York West,York-Ouest,NDP,Romano Anthony,Sandra,,N
46001,Brandon--Souris,Brandon--Souris,Liberal,Downing,Murray,,N
46001,Brandon--Souris,Brandon--Souris,Communist,Gallagher,Lisa,,N
46001,Brandon--Souris,Brandon--Souris,Conservative,Tweed,Merv,,N
46001,Brandon--Souris,Brandon--Souris,Christian Heritage,Atkins,Colin,,N
46001,Brandon--Souris,Brandon--Souris,Green,Kattenburg,David,,N
46001,Brandon--Souris,Brandon--Souris,NDP,Abbey,Mike,,N
46002,Charleswood--St. James,Charleswood--St. James,Liberal,Murray,Glen,,N
46002,Charleswood--St. James,Charleswood--St. James,Conservative,Fletcher,Steven,John,N
46002,Charleswood--St. James,Charleswood--St. James,Marijuana,Zupansky,Dan,,N
46002,Charleswood--St. James,Charleswood--St. James,Communist,Alas,Beatriz,,N
46002,Charleswood--St. James,Charleswood--St. James,Green,Basham,Andrew,,N
46002,Charleswood--St. James,Charleswood--St. James,NDP,Carney,Peter,,N
46003,Churchill,Churchill,Liberal,Evans,Ron,,N
46003,Churchill,Churchill,NDP,Desjarlais,Bev,,Y
46003,Churchill,Churchill,Conservative,Archer,Bill,,N
46003,Churchill,Churchill,Green,Nickarz,C. David,,N
46004,Dauphin--Swan River,Dauphin--Swan River,Liberal,Dewar,Don,,N
46004,Dauphin--Swan River,Dauphin--Swan River,Conservative,Mark,Inky,,Y
46004,Dauphin--Swan River,Dauphin--Swan River,Christian Heritage,Andres,David,C.,N
46004,Dauphin--Swan River,Dauphin--Swan River,NDP,Kolisnyk,Walter,,N
46004,Dauphin--Swan River,Dauphin--Swan River,Green,Clubb,Lindy,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Liberal,Parks,Tanya,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Marijuana,Whittaker,Gavin,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Conservative,McLeod,Bryan,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Christian Heritage,Scott,Robert,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Communist,Sidon,Paul,,N
46005,Elmwood--Transcona,Elmwood--Transcona,Green,Gair,Elijah,,N
46005,Elmwood--Transcona,Elmwood--Transcona,NDP,Blaikie,Bill,,Y
46006,Kildonan--St. Paul,Kildonan--St. Paul,Liberal,Duguid,Terry,,N
46006,Kildonan--St. Paul,Kildonan--St. Paul,Conservative,Smith,Joy,,N
46006,Kildonan--St. Paul,Kildonan--St. Paul,Christian Heritage,Reimer,Katharine,,N
46006,Kildonan--St. Paul,Kildonan--St. Paul,Marijuana,Whittaker,Rebecca ,,N
46006,Kildonan--St. Paul,Kildonan--St. Paul,Green,Giesbrecht,Jacob,,N
46006,Kildonan--St. Paul,Kildonan--St. Paul,NDP,Mahoney,Lorene,,N
46007,Portage--Lisgar,Portage--Lisgar,Liberal,Kuhl,Don,,N
46007,Portage--Lisgar,Portage--Lisgar,NDP,Van Den Bussche,Daren,,N
46007,Portage--Lisgar,Portage--Lisgar,Conservative,Pallister,Brian,,Y
46007,Portage--Lisgar,Portage--Lisgar,Green,Payette,Marc,,N
46007,Portage--Lisgar,Portage--Lisgar,Christian Heritage,Reimer,David,,N
46007,Portage--Lisgar,Portage--Lisgar,Communist,Cucksey,Allister,,N
46008,Provencher,Provencher,Liberal,Epp,Peter,,N
46008,Provencher,Provencher,Conservative,Toews,Vic,,Y
46008,Provencher,Provencher,NDP,Zaharia,Sarah,,N
46008,Provencher,Provencher,Green,Gibson,Janine,G.,N
46009,Saint Boniface,Saint-Boniface,Liberal,Simard,Raymond,,Y
46009,Saint Boniface,Saint-Boniface,NDP,Allard,Mathieu,,N
46009,Saint Boniface,Saint-Boniface,Conservative,Cooper,Ken,,N
46009,Saint Boniface,Saint-Boniface,Christian Heritage,Moquin-Perry,Jeannine,,N
46009,Saint Boniface,Saint-Boniface,Marijuana,Buors,Chris,,N
46009,Saint Boniface,Saint-Boniface,Communist,Guay,Gérard,,N
46009,Saint Boniface,Saint-Boniface,Green,Backé,Daniel,,N
46010,Selkirk--Interlake,Selkirk--Interlake,Liberal,Benson,Bruce,,N
46010,Selkirk--Interlake,Selkirk--Interlake,Conservative,Bezan,James,,N
46010,Selkirk--Interlake,Selkirk--Interlake,Christian Heritage,Barendregt,Anthony,,N
46010,Selkirk--Interlake,Selkirk--Interlake,NDP,Nicol,Duane,,N
46010,Selkirk--Interlake,Selkirk--Interlake,Green,Farley,Trevor,,N
46011,Winnipeg Centre,Winnipeg-Centre,Liberal,Northcott,David,,N
46011,Winnipeg Centre,Winnipeg-Centre,Communist,Carr,Anna-Celestrya,,N
46011,Winnipeg Centre,Winnipeg-Centre,Marijuana,Siedleski,John,M.,N
46011,Winnipeg Centre,Winnipeg-Centre,Conservative,Eng,Robert,,N
46011,Winnipeg Centre,Winnipeg-Centre,Independent,Schweitzer,Douglas,Edward,N
46011,Winnipeg Centre,Winnipeg-Centre,Green,Faye,Robin (Pilar),,N
46011,Winnipeg Centre,Winnipeg-Centre,NDP,Martin,Pat,,Y
46012,Winnipeg North,Winnipeg-Nord,Liberal,Pagtakhan,Rey,D.,N
46012,Winnipeg North,Winnipeg-Nord,Conservative,Stevenson,Kris,,N
46012,Winnipeg North,Winnipeg-Nord,Christian Heritage,Truijen,Eric,,N
46012,Winnipeg North,Winnipeg-Nord,Communist,Rankin,Darrell,,N
46012,Winnipeg North,Winnipeg-Nord,Green,Weinberg,Alon,,N
46012,Winnipeg North,Winnipeg-Nord,NDP,Wasylycia-Leis,Judy,,N
46013,Winnipeg South,Winnipeg-Sud,Liberal,Alcock,Reg,,Y
46013,Winnipeg South,Winnipeg-Sud,Conservative,Bruinooge,Rod,,N
46013,Winnipeg South,Winnipeg-Sud,Christian Heritage,MacDiarmid,Jane,,N
46013,Winnipeg South,Winnipeg-Sud,Green,Cameron,Ron,,N
46013,Winnipeg South,Winnipeg-Sud,NDP,Green,Catherine,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Liberal,Neville,Anita,,Y
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,NDP,Allum,James,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Green,Scott,Ian,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Canadian Action,Thompson,Magnus,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Conservative,Joshi,Raj,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Marijuana,Caisse,Andy,,N
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Communist,Dalgliesh,Andrew,,N
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Liberal,Price,Del,,N
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,NDP,McKee,Shawn,,N
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Conservative,Ritz,Gerry,,Y
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Christian Heritage,Stephan,Diane,,N
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Green,Pearson,Kelsey,,N
47002,Blackstrap,Blackstrap,Liberal,Paulsen,Tiffany,,N
47002,Blackstrap,Blackstrap,NDP,Kossick,Don,,N
47002,Blackstrap,Blackstrap,Conservative,Yelich,Lynne,,Y
47002,Blackstrap,Blackstrap,Christian Heritage,Sundberg,Clayton,A.,N
47002,Blackstrap,Blackstrap,Green,Oliphant,Lynn,,N
47003,Churchill River,Rivière Churchill,Liberal,Ducharme,Al,,N
47003,Churchill River,Rivière Churchill,Conservative,Harrison,Jeremy,,N
47003,Churchill River,Rivière Churchill,Independent,Laliberte,Rick,,N
47003,Churchill River,Rivière Churchill,Green,Gall,Marcella,,N
47003,Churchill River,Rivière Churchill,NDP,Cook,Earl,,N
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Liberal,Caton,Bill,,N
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Conservative,Anderson,David,,Y
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Green,Currie,Bev,,N
47004,Cypress Hills--Grasslands,Cypress Hills--Grasslands,NDP,Potts,Jeff,,N
47005,Palliser,Palliser,Liberal,Williams,John,,N
47005,Palliser,Palliser,Christian Heritage,Stephan,Harold,,N
47005,Palliser,Palliser,Conservative,Batters,Dave,,N
47005,Palliser,Palliser,Green,Rands,Brian,,N
47005,Palliser,Palliser,NDP,Proctor,Dick,,Y
47006,Prince Albert,Prince Albert,Liberal,Jahn,Patrick,W.,N
47006,Prince Albert,Prince Albert,Conservative,Fitzpatrick,Brian,,Y
47006,Prince Albert,Prince Albert,Green,Loiselle,Marc,,N
47006,Prince Albert,Prince Albert,NDP,Hovdebo,Don,,N
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Liberal,Anderson,Gary,,N
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Green,Agi,Fiorindo,,N
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Conservative,Lukiwski,Tom,,N
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,Independent,Spencer,Larry,,N
47007,Regina--Lumsden--Lake Centre,Regina--Lumsden--Lake Centre,NDP,Kovatch,Moe,,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Liberal,Herle,Allyce,,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Green,Robilliard,Deanna,,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,No Affiliation,Widger,Lorne,Edward,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Conservative,Scheer,Andrew,,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Christian Heritage,Nelson,Mary,Sylvia,N
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,NDP,Nystrom,Lorne,Edmund,Y
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Liberal,Wolfe,Patrick,,N
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Green,Schriml,Ron,,N
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,NDP,Wiebe,Nettie,,N
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Conservative,Trost,Bradley,R.,N
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,Independent,Pankiw,Jim,,Y
47009,Saskatoon--Humboldt,Saskatoon--Humboldt,No Affiliation,Zarysky,Larry,,N
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Liberal,Luczka,Myron,,N
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Conservative,Skelton,Carol,,Y
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,NDP,Gruending,Dennis,,N
47010,Saskatoon--Rosetown--Biggar,Saskatoon--Rosetown--Biggar,Green,Barsky,Rick,,N
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Liberal,Axworthy,Chris,,N
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Conservative,Vellacott,Maurice,,Y
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,Green,Greenfield,David,,N
47011,Saskatoon--Wanuskewin,Saskatoon--Wanuskewin,NDP,Settee,Priscilla,,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,Liberal,McKague,Lonny,,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,NDP,Stringer,Robert,Stephen,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,Green,Gonzalez,Sigfredo,,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,Christian Heritage,Jacobson,Robert,Thomas,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,Conservative,Komarnicki,Ed,,N
47012,Souris--Moose Mountain,Souris--Moose Mountain,Independent,Devine,Grant,,N
47013,Wascana,Wascana,Liberal,Goodale,Ralph,,Y
47013,Wascana,Wascana,NDP,Weir,Erin,M. K.,N
47013,Wascana,Wascana,Conservative,Cryer,Doug,,N
47013,Wascana,Wascana,Green,Robilliard,Darcy,,N
47014,Yorkton--Melville,Yorkton--Melville,Liberal,Quewezance,Ted,,N
47014,Yorkton--Melville,Yorkton--Melville,NDP,Olson,Don,,N
47014,Yorkton--Melville,Yorkton--Melville,Conservative,Breitkreuz,Garry,,Y
47014,Yorkton--Melville,Yorkton--Melville,Independent,Sawkiw,David,,N
47014,Yorkton--Melville,Yorkton--Melville,Green,Pilchner,Ralph,,N
48001,Athabasca,Athabasca,Liberal,Faulkner,Doug,,N
48001,Athabasca,Athabasca,Conservative,Jean,Brian,,N
48001,Athabasca,Athabasca,NDP,Cree,Robert,,N
48001,Athabasca,Athabasca,Green,Hopfe,Ian,,N
48002,Calgary East,Calgary-Est,Liberal,Maxim,James,,N
48002,Calgary East,Calgary-Est,NDP,Thomas,Elizabeth,,N
48002,Calgary East,Calgary-Est,Communist,Devine,Jason,Corey,N
48002,Calgary East,Calgary-Est,Conservative,Obhrai,Deepak,,Y
48002,Calgary East,Calgary-Est,Green,Christie,Dean,Kenneth,N
48003,Calgary North Centre,Calgary-Centre-Nord,Liberal,McClusky,Cathy,,N
48003,Calgary North Centre,Calgary-Centre-Nord,Marxist-Leninist,Askin,Margaret,Peggy,N
48003,Calgary North Centre,Calgary-Centre-Nord,Conservative,Prentice,Jim,,N
48003,Calgary North Centre,Calgary-Centre-Nord,Independent,Falconar,Michael,,N
48003,Calgary North Centre,Calgary-Centre-Nord,NDP,Chan,John,,N
48003,Calgary North Centre,Calgary-Centre-Nord,Green,MacGillivray,Mark,,N
48004,Calgary Northeast,Calgary-Nord-Est,Liberal,Muti,Dale,,N
48004,Calgary Northeast,Calgary-Nord-Est,Conservative,Hanger,Art,,Y
48004,Calgary Northeast,Calgary-Nord-Est,Canadian Action,Garland,Steve,,N
48004,Calgary Northeast,Calgary-Nord-Est,Green,DuFord,Morgan,,N
48004,Calgary Northeast,Calgary-Nord-Est,NDP,Cattabeni,Giorgio,,N
48005,Calgary--Nose Hill,Calgary--Nose Hill,Liberal,Haney,Ted,,N
48005,Calgary--Nose Hill,Calgary--Nose Hill,Conservative,Ablonczy,Diane,,Y
48005,Calgary--Nose Hill,Calgary--Nose Hill,Green,Larson,Richard,,N
48005,Calgary--Nose Hill,Calgary--Nose Hill,NDP,Dey,Vinay,,N
48006,Calgary South Centre,Calgary-Centre-Sud,Liberal,Turnbull,Julia,,N
48006,Calgary South Centre,Calgary-Centre-Sud,Conservative,Richardson,Lee,,N
48006,Calgary South Centre,Calgary-Centre-Sud,Canadian Action,Grover,Trevor,,N
48006,Calgary South Centre,Calgary-Centre-Sud,Green,Liesemer,Phillip,K.,N
48006,Calgary South Centre,Calgary-Centre-Sud,NDP,Purdy,Keith,,N
48007,Calgary Southeast,Calgary-Sud-Est,Liberal,Tanner,Jim,,N
48007,Calgary Southeast,Calgary-Sud-Est,Green,Read,George,,N
48007,Calgary Southeast,Calgary-Sud-Est,Conservative,Kenney,Jason,,Y
48007,Calgary Southeast,Calgary-Sud-Est,NDP,Pincott,Brian,,N
48008,Calgary Southwest,Calgary-Sud-Ouest,Liberal,Roberts,Avalon,,N
48008,Calgary Southwest,Calgary-Sud-Ouest,Conservative,Harper,Stephen,J.,Y
48008,Calgary Southwest,Calgary-Sud-Ouest,Christian Heritage,Heather,Larry,R.,N
48008,Calgary Southwest,Calgary-Sud-Ouest,Marijuana,de Pelham,Mark,,N
48008,Calgary Southwest,Calgary-Sud-Ouest,Green,Kraus,Darcy,,N
48008,Calgary Southwest,Calgary-Sud-Ouest,NDP,Fox,Daria,,N
48009,Calgary West,Calgary-Ouest,Liberal,Thompson,Justin,,N
48009,Calgary West,Calgary-Ouest,Canadian Action,Kohut,James,S.,N
48009,Calgary West,Calgary-Ouest,Marxist-Leninist,Vachon,André,,N
48009,Calgary West,Calgary-Ouest,Green,Roberts,Danielle,,N
48009,Calgary West,Calgary-Ouest,NDP,Patterson,Tim,,N
48009,Calgary West,Calgary-Ouest,Conservative,Anders,Rob,,Y
48010,Crowfoot,Crowfoot,Liberal,Campbell,Adam,,N
48010,Crowfoot,Crowfoot,Green,Baker,Arnold,,N
